rowid,mpl_hostname,mpl_letter,mpl_def,mpl_reflink,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbsmax,mst_teff,mst_mass,mst_rad,rowupdate,mpl_name,mpl_masse,mpl_rade,mpl_disc,mpl_status,st_dist
108,GJ 273,c,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170305386A target=ref>Astudillo-Defru et al. 2017</a>,Radial Velocity,2,4.7234,0.036467,3382,0.29,0.29,3/30/17,GJ 273 c,,,2017,3,3.8
109,GJ 3021,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2001A&A...375..205N target=ref> Naef et al. 2001 </a>,Radial Velocity,1,133.71,0.49,5540,0.9,0.9,5/14/14,GJ 3021 b,,,2000,3,17.62
110,GJ 3138,b,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170305386A target=ref>Astudillo-Defru et al. 2017</a>,Radial Velocity,3,1.22003,0.0197,3717,0.681,0.5,3/30/17,GJ 3138 b,,,2017,3,28.48
111,GJ 3138,c,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170305386A target=ref>Astudillo-Defru et al. 2017</a>,Radial Velocity,3,5.974,0.057,3717,0.681,0.5,3/30/17,GJ 3138 c,,,2017,3,28.48
112,GJ 3138,d,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170305386A target=ref>Astudillo-Defru et al. 2017</a>,Radial Velocity,3,257.8,0.698,3717,0.681,0.5,3/30/17,GJ 3138 d,,,2017,3,28.48
113,GJ 317,b,1,<a href=http://adsabs.harvard.edu/abs/2012ApJ...746...37A target=ref> Anglada-Escud&eacute; et al. 2012 </a>,Radial Velocity,1,692,1.15,3510,0.42,,8/27/14,GJ 317 b,794.5,,2007,3,15.1
114,GJ 328,b,1,<a href=http://adsabs.harvard.edu/abs/2013ApJ...774..147R target=ref> Robertson et al. 2013 </a>,Radial Velocity,1,4100,4.5,3900,0.69,,5/14/14,GJ 328 b,,,2013,3,20.03
115,GJ 3293,b,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170305386A target=ref>Astudillo-Defru et al. 2017</a>,Radial Velocity,4,30.5987,0.14339,3466,0.42,0.4,3/30/17,GJ 3293 b,,,2015,3,15.77
116,GJ 3293,c,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170305386A target=ref>Astudillo-Defru et al. 2017</a>,Radial Velocity,4,122.6196,0.36175,3466,0.42,0.4,3/30/17,GJ 3293 c,,,2015,3,15.77
117,GJ 3293,d,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170305386A target=ref>Astudillo-Defru et al. 2017</a>,Radial Velocity,4,48.1345,0.19394,3466,0.42,0.4,3/30/17,GJ 3293 d,,,2017,3,15.77
118,GJ 3293,e,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170305386A target=ref>Astudillo-Defru et al. 2017</a>,Radial Velocity,4,13.2543,0.08208,3466,0.42,0.4,3/30/17,GJ 3293 e,,,2017,3,15.77
119,GJ 3323,b,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170305386A target=ref>Astudillo-Defru et al. 2017</a>,Radial Velocity,2,5.3636,0.03282,3159,0.164,0.12,3/30/17,GJ 3323 b,,,2017,3,5.32
120,GJ 3323,c,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170305386A target=ref>Astudillo-Defru et al. 2017</a>,Radial Velocity,2,40.54,0.1264,3159,0.164,0.12,3/30/17,GJ 3323 c,,,2017,3,5.32
121,GJ 3341,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...575A.119A target=ref>Astudillo-Defru et al. 2015</a>,Radial Velocity,1,14.207,0.089,3526,0.47,0.44,12/3/14,GJ 3341 b,,,2015,3,
122,GJ 3470,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.443.1810B target=ref> Biddle et al. 2014</a>,Radial Velocity,1,3.3366487,0.031,3652,0.51,0.48,7/23/14,GJ 3470 b,13.73,3.88,2012,3,25.2
123,GJ 3634,b,1,<a href=http://adsabs.harvard.edu/abs/2011A%26A...528A.111B target=ref> Bonfils et al. 2011 </a>,Radial Velocity,1,2.64561,0.0287,,0.45,0.43,8/21/14,GJ 3634 b,8.4,,2010,3,19.8
124,GJ 3998,b,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160703632A target=ref>Affer et al. 2016</a>,Radial Velocity,2,2.64977,0.029,3722,0.5,0.49,7/28/16,GJ 3998 b,,,2016,3,17.79
125,GJ 3998,c,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160703632A target=ref>Affer et al. 2016</a>,Radial Velocity,2,13.74,0.089,3722,0.5,0.49,7/28/16,GJ 3998 c,,,2016,3,17.79
126,GJ 433,b,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...553A...8D target=ref> Delfosse et al. 2013 </a>,Radial Velocity,1,7.3709,0.058,3600,0.48,,5/14/14,GJ 433 b,,,2011,3,9.04
127,GJ 436,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AcA....64..323M target=ref>Maciejewski et al. 2014</a>,Radial Velocity,1,2.64388312,0.0291,,0.47,0.46,2/5/15,GJ 436 b,22.1,4.17,2004,3,10.23
128,GJ 504,b,1,<a href=http://adsabs.harvard.edu/abs/2013ApJ...774...11K target=ref> Kuzuhara et al. 2013 </a>,Imaging,1,,43.5,6234,1.22,,5/14/14,GJ 504 b,1271.3,,2013,3,17.95
129,GJ 536,b,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv161102122S target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2016</a>,Radial Velocity,1,8.7076,0.06661,3685,0.52,0.5,11/17/16,GJ 536 b,,,2016,3,10.03
130,GJ 581,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Sci...345..440R target=ref>Robertson et al. 2014</a>,Radial Velocity,3,5.3686,0.04061,,,,7/9/14,GJ 581 b,,,2005,3,6.27
131,GJ 581,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Sci...345..440R target=ref>Robertson et al. 2014</a>,Radial Velocity,3,12.914,0.0721,,,,7/9/14,GJ 581 c,,,2007,3,6.27
132,GJ 581,e,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Sci...345..440R target=ref>Robertson et al. 2014</a>,Radial Velocity,3,3.149,0.02815,,,,7/9/14,GJ 581 e,,,2009,3,6.27
133,GJ 649,b,1,<a href=http://adsabs.harvard.edu/abs/2010PASP..122..149J target=ref> Johnson et al. 2010 </a>,Radial Velocity,1,598.3,1.135,3700,0.54,,5/14/14,GJ 649 b,,,2009,3,10.32
134,GJ 667 C,b,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>,Radial Velocity,5,7.2004,0.0505,3350,0.33,,5/14/14,GJ 667 C b,,,2011,3,6.8
135,GJ 667 C,c,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>,Radial Velocity,5,28.14,0.125,3350,0.33,,5/14/14,GJ 667 C c,,,2011,3,6.8
136,GJ 667 C,e,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>,Radial Velocity,5,62.24,0.213,3350,0.33,,5/14/14,GJ 667 C e,,,2013,3,6.8
137,GJ 667 C,f,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>,Radial Velocity,5,39.026,0.156,3350,0.33,,5/14/14,GJ 667 C f,,,2013,3,6.8
138,GJ 667 C,g,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>,Radial Velocity,5,256.2,0.549,3350,0.33,,5/14/14,GJ 667 C g,,,2013,3,6.8
139,GJ 674,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007A&A...474..293B target=ref> Bonfils et al. 2007 </a>,Radial Velocity,1,4.6938,0.039,3600,0.35,,5/14/14,GJ 674 b,,,2007,3,4.54
140,GJ 676 A,b,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160800918S target=ref>Sahlmann et al. 2016</a>,Radial Velocity,4,1051.1,1.812,,,,9/29/16,GJ 676 A b,2129.461,,2010,3,16.9
141,GJ 676 A,c,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160800918S target=ref>Sahlmann et al. 2016</a>,Radial Velocity,4,7337,6.6,,,,9/29/16,GJ 676 A c,,,2016,3,16.9
142,GJ 676 A,d,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160800918S target=ref>Sahlmann et al. 2016</a>,Radial Velocity,4,3.6005,,,,,9/29/16,GJ 676 A d,,,2012,3,16.9
143,GJ 676 A,e,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160800918S target=ref>Sahlmann et al. 2016</a>,Radial Velocity,4,35.39,,,,,9/29/16,GJ 676 A e,,,2012,3,16.9
144,GJ 687,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...789..114B target=ref> Burt et al. 2014</a>,Radial Velocity,1,38.14,0.16353,3413,0.413,0.42,5/28/14,GJ 687 b,,,2014,3,4.53
145,GJ 832,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...791..114W target=ref> Wittenmyer et al. 2014</a>,Radial Velocity,2,3657,3.56,3472,0.45,,6/25/14,GJ 832 b,,,2008,3,4.94
146,GJ 832,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...791..114W target=ref> Wittenmyer et al. 2014</a>,Radial Velocity,2,35.68,0.163,3472,0.45,,6/25/14,GJ 832 c,,,2014,3,4.94
147,GJ 849,b,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A.109B target=ref> Bonfils et al. 2013 </a>,Radial Velocity,1,1845,2.32,,0.49,,8/27/14,GJ 849 b,,,2006,3,8.77
148,GJ 86,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>,Radial Velocity,1,15.76491,0.113,5151,0.77,,5/14/14,GJ 86 b,,,1999,3,10.91
149,GJ 876,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...719..890R target=ref> Rivera et al. 2010 </a>,Radial Velocity,4,61.1166,0.208317,,,,8/27/14,GJ 876 b,723.2235,,1998,3,4.7
150,GJ 876,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...719..890R target=ref> Rivera et al. 2010 </a>,Radial Velocity,4,30.0881,0.12959,,,,8/27/14,GJ 876 c,226.9846,,2000,3,4.7
151,GJ 876,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...719..890R target=ref> Rivera et al. 2010 </a>,Radial Velocity,4,1.93778,0.020807,,,,8/27/14,GJ 876 d,6.83,,2005,3,4.7
152,GJ 876,e,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...719..890R target=ref> Rivera et al. 2010 </a>,Radial Velocity,4,124.26,0.3343,,,,8/27/14,GJ 876 e,14.6,,2010,3,4.7
153,GQ Lup,b,1,<a href=http://adsabs.harvard.edu/abs/2008A%26A...484..281N target=ref> Neuh&auml;user et al. 2008 </a>,Imaging,1,,100,,,,5/14/14,GQ Lup b,6356,33.6,2004,3,139
154,GSC 06214-00210,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...802...61L target=ref>Lachapelle et al. 2015</a>,Imaging,1,,320,4200,0.9,,4/1/15,GSC 06214-00210 b,5000,,2010,3,145
155,GU Psc,b,1,<a href=http://adsabs.harvard.edu/abs/2014ApJ...787....5N target=ref> Naud et al. 2014 </a>,Imaging,1,,2000,,0.325,,5/14/14,GU Psc b,3591.3,14.179,2014,3,48
156,HAT-P-1,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.437...46N target=ref>Nikolov et al. 2014</a>,Transit,1,4.46529976,0.05561,5980,1.151,1.17,9/10/15,HAT-P-1 b,166.86075,14.785,2006,3,139
157,HAT-P-11,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...710.1724B target=ref> Bakos et al. 2010 </a>,Transit,1,4.8878162,0.053,4780,0.81,0.75,5/14/14,HAT-P-11 b,25.743,4.73,2008,3,38
158,HAT-P-12,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...706..785H target=ref> Hartman et al. 2009 </a>,Transit,1,3.2130598,0.0384,4650,0.733,0.7,5/14/14,HAT-P-12 b,67.059,10.749,2009,3,142.5
159,HAT-P-13,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...718..575W target=ref> Winn et al. 2010 </a>,Transit,2,2.91625,,,,,10/15/14,HAT-P-13 b,270.462,14.258,2009,3,214
160,HAT-P-13,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...718..575W target=ref> Winn et al. 2010 </a>,Radial Velocity,2,446.27,,,,,5/16/14,HAT-P-13 c,,,2009,3,214
161,HAT-P-14,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...715..458T target=ref> Torres et al. 2010 </a>,Transit,1,4.627669,0.0606,6600,1.386,1.47,5/14/14,HAT-P-14 b,709.367,12.89,2010,3,205
162,HAT-P-15,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...724..866K target=ref> Kovacs et al. 2010 </a>,Transit,1,10.863502,0.0964,5568,1.013,1.08,5/14/14,HAT-P-15 b,618.471,12.016,2010,3,190
163,HAT-P-16,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...720.1118B target=ref> Buchhave et al. 2010 </a>,Transit,1,2.77596,0.0413,6158,1.218,1.24,5/14/14,HAT-P-16 b,1332.605,14.448,2010,3,235
164,HAT-P-17,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...749..134H target=ref> Howard et al. 2012 </a>,Transit,2,10.338523,0.0882,5246,0.857,0.84,5/14/14,HAT-P-17 b,169.71,11.321,2010,3,90
165,HAT-P-17,c,1,<a href=http://adsabs.harvard.edu/abs/2013ApJ...772...80F target=ref> Fulton et al. 2013 </a>,Radial Velocity,2,5584,5.6,,,,5/14/14,HAT-P-17 c,,,2010,3,90
166,HAT-P-18,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...726...52H target=ref> Hartman et al. 2011 </a>,Transit,1,5.508023,0.0559,4803,0.77,0.75,5/14/14,HAT-P-18 b,62.61,11.153,2010,3,166
167,HAT-P-19,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...726...52H target=ref> Hartman et al. 2011 </a>,Transit,1,4.008778,0.0466,4990,0.842,0.82,5/14/14,HAT-P-19 b,92.802,12.689,2010,3,215
168,HAT-P-2,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010MNRAS.401.2665P target=ref> Pal et al. 2010 </a>,Transit,1,5.6334729,0.06878,6290,1.36,1.64,5/14/14,HAT-P-2 b,2888.95,12.969,2007,3,135.32
169,HAT-P-20,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1008.3388B target=ref> Bakos et al. 2010 </a>,Transit,1,2.875317,0.0361,4595,0.756,0.69,5/14/14,HAT-P-20 b,2302.899,9.718,2010,3,70
170,HAT-P-21,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1008.3388B target=ref> Bakos et al. 2010 </a>,Transit,1,4.124481,0.0494,5588,0.947,1.1,5/14/14,HAT-P-21 b,1291.289,11.478,2010,3,254
171,HAT-P-22,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1008.3388B target=ref> Bakos et al. 2010 </a>,Transit,1,3.21222,0.0414,5302,0.916,1.04,5/14/14,HAT-P-22 b,682.352,12.106,2010,3,82
172,HAT-P-23,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Transit,1,1.21288287,0.02302,5885,1.104,1.09,3/26/15,HAT-P-23 b,658,13.72,2010,3,393
173,HAT-P-24,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1008.3389K target=ref> Kipping et al. 2010 </a>,Transit,1,3.35524,0.0465,6373,1.191,1.32,5/14/14,HAT-P-24 b,217.704,13.922,2010,3,396
174,HAT-P-25,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1008.3565Q target=ref> Quinn et al. 2010 </a>,Transit,1,3.652836,0.0466,5500,1.01,0.96,5/14/14,HAT-P-25 b,180.202,13.339,2010,3,297
175,HAT-P-26,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1010.1008H target=ref> Hartman et al. 2010 </a>,Transit,1,4.234516,0.0479,5079,0.816,0.79,5/14/14,HAT-P-26 b,18.751,6.333,2010,3,134
176,HAT-P-27,b,1,<a href=http://adsabs.harvard.edu/abs/2012ApJ...760..139B target=ref> Brown et al. 2012 </a>,Transit,1,3.039577,0.04,,,,5/14/14,HAT-P-27 b,197.05,11.43,2011,3,204
177,HAT-P-28,b,1,<a href=http://adsabs.harvard.edu/abs/2011arXiv1103.1813B target=ref> Buchhave et al. 2011 </a>,Transit,1,3.257215,0.0434,5680,1.025,1.1,5/14/14,HAT-P-28 b,198.953,13.585,2011,3,395
178,HAT-P-29,b,1,<a href=http://adsabs.harvard.edu/abs/2011arXiv1103.1813B target=ref> Buchhave et al. 2011 </a>,Transit,1,5.723186,0.0667,6087,1.207,1.22,5/14/14,HAT-P-29 b,247.261,12.408,2011,3,322
179,HAT-P-3,b,1,<a href=http://adsabs.harvard.edu/abs/2011AJ....141..179C target=ref> Chan et al. 2011 </a>,Transit,1,2.899736,0.03866,5185,0.917,0.8,5/14/14,HAT-P-3 b,187.83,9.27,2007,3,138
180,HAT-P-30,b,1,<a href=http://adsabs.harvard.edu/abs/2011arXiv1103.3825J target=ref> Johnson et al. 2011 </a>,Transit,1,2.810595,0.0419,6304,1.242,1.22,5/14/14,HAT-P-30 b,225.968,15.02,2011,3,193
181,HAT-P-31,b,1,<a href=http://adsabs.harvard.edu/abs/2011arXiv1106.1169K target=ref> Kipping et al. 2011 </a>,Transit,1,5.005425,0.055,6065,1.218,1.36,5/14/14,HAT-P-31 b,689.98,11.99,2011,3,354
182,HAT-P-32,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...796..115Z target=ref>Zhao et al. 2014</a>,Transit,1,2.15000805,0.0343,6269,,1.22,10/15/14,HAT-P-32 b,,20.053,2011,3,283
183,HAT-P-33,b,1,<a href=http://adsabs.harvard.edu/abs/2011arXiv1106.1212H target=ref> Hartman et al. 2011 </a>,Transit,1,3.474474,0.0499,6446,1.375,1.64,5/14/14,HAT-P-33 b,242.176,18.898,2011,3,387
184,HAT-P-34,b,1,<a href=http://adsabs.harvard.edu/abs/2012arXiv1201.0659B target=ref> Bakos et al. 2012 </a>,Transit,1,5.452654,0.0677,6442,1.392,1.53,5/14/14,HAT-P-34 b,1057.694,13.417,2011,3,257
185,HAT-P-35,b,1,<a href=http://adsabs.harvard.edu/abs/2012arXiv1201.0659B target=ref> Bakos et al. 2012 </a>,Transit,1,3.646706,0.0498,6096,1.236,1.44,5/14/14,HAT-P-35 b,334.979,14.93,2011,3,535
186,HAT-P-36,b,1,<a href=http://adsabs.harvard.edu/abs/2012arXiv1201.0659B target=ref> Bakos et al. 2012 </a>,Transit,1,1.327347,0.0238,5560,1.022,1.1,5/14/14,HAT-P-36 b,582.24,14.168,2011,3,317
187,HAT-P-37,b,1,<a href=http://adsabs.harvard.edu/abs/2012arXiv1201.0659B target=ref> Bakos et al. 2012 </a>,Transit,1,2.797436,0.0379,5500,0.929,0.88,5/14/14,HAT-P-37 b,371.528,13.204,2011,3,411
188,HAT-P-38,b,1,<a href=http://adsabs.harvard.edu/abs/2012PASJ...64...97S target=ref> Sato et al. 2012 </a>,Transit,1,4.640382,0.0523,5330,0.886,0.92,5/14/14,HAT-P-38 b,84.857,9.247,2012,3,249
189,HAT-P-39,b,1,<a href=http://adsabs.harvard.edu/abs/2012AJ....144..139H target=ref> Hartman et al. 2012 </a>,Transit,1,3.54387,0.0509,6430,1.404,1.62,5/14/14,HAT-P-39 b,190.372,17.609,2012,3,642
190,HAT-P-4,b,1,<a href=http://adsabs.harvard.edu/abs/2008ApJ...677.1324T target=ref> Torres et al. 2008 </a>,Transit,1,3.056536,0.04438,5860,,,5/14/14,HAT-P-4 b,213.255,14.28,2007,3,314
191,HAT-P-40,b,1,<a href=http://adsabs.harvard.edu/abs/2012AJ....144..139H target=ref> Hartman et al. 2012 </a>,Transit,1,4.457243,0.0608,6080,1.512,2.21,5/14/14,HAT-P-40 b,195.457,19.392,2012,3,501
192,HAT-P-41,b,1,<a href=http://adsabs.harvard.edu/abs/2012AJ....144..139H target=ref> Hartman et al. 2012 </a>,Transit,1,2.694047,0.0426,6390,1.418,1.68,5/14/14,HAT-P-41 b,254.253,18.887,2012,3,344
193,HAT-P-42,b,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...558A..86B target=ref> Boisse et al. 2013 </a>,Transit,1,4.641878,0.0575,5743,1.178,1.53,5/14/14,HAT-P-42 b,331.801,14.348,2012,3,447
194,HAT-P-43,b,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...558A..86B target=ref> Boisse et al. 2013 </a>,Transit,1,3.332687,0.0443,5645,1.048,1.1,5/14/14,HAT-P-43 b,210.395,14.359,2012,3,542
195,HAT-P-44,b,1,<a href=http://adsabs.harvard.edu/abs/2014AJ....147..128H target=ref> Hartman et al. 2014 </a>,Transit,2,4.301219,0.0507,5295,0.942,0.95,5/14/14,HAT-P-44 b,111.871,13.922,2014,3,363
196,HAT-P-44,c,1,<a href=http://adsabs.harvard.edu/abs/2014AJ....147..128H target=ref> Hartman et al. 2014 </a>,Radial Velocity,2,872.2,1.752,5295,0.942,0.95,5/14/14,HAT-P-44 c,,,2014,3,363
197,HAT-P-45,b,1,<a href=http://adsabs.harvard.edu/abs/2014AJ....147..128H target=ref> Hartman et al. 2014 </a>,Transit,1,3.128992,0.0452,6330,1.259,1.32,5/14/14,HAT-P-45 b,283.492,15.984,2014,3,305
198,HAT-P-46,b,1,<a href=http://adsabs.harvard.edu/abs/2014AJ....147..128H target=ref> Hartman et al. 2014 </a>,Transit,1,4.463129,0.0577,6120,1.284,1.4,5/14/14,HAT-P-46 b,156.684,14.392,2014,3,296
199,HAT-P-49,b,1,<a href=http://adsabs.harvard.edu/abs/2014AJ....147...84B target=ref> Bieryla et al. 2014 </a>,Transit,1,2.691548,0.0438,6820,1.543,1.83,5/14/14,HAT-P-49 b,549.823,15.838,2014,3,322
200,HAT-P-5,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007ApJ...671L.173B target=ref> Bakos et al. 2007 </a>,Transit,1,2.788491,0.04075,5960,1.16,1.17,5/14/14,HAT-P-5 b,336.89,14.12,2007,3,340
201,HAT-P-50,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015AJ....150..168H target=ref>Hartman et al. 2015</a>,Transit,1,3.1220109,0.0453,6280,1.273,1.7,11/19/15,HAT-P-50 b,429.0705,14.437,2015,3,497
202,HAT-P-51,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015AJ....150..168H target=ref>Hartman et al. 2015</a>,Transit,1,4.2180278,0.05069,5449,0.976,1.04,11/19/15,HAT-P-51 b,98.20947,14.493,2015,3,470
203,HAT-P-52,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015AJ....150..168H target=ref>Hartman et al. 2015</a>,Transit,1,2.7535953,0.03694,5131,0.887,0.89,11/19/15,HAT-P-52 b,259.98494,11.31,2015,3,385
204,HAT-P-53,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015AJ....150..168H target=ref>Hartman et al. 2015</a>,Transit,1,1.9616241,0.03159,5956,1.093,1.21,11/19/15,HAT-P-53 b,471.65972,14.773,2015,3,719
205,HAT-P-54,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015AJ....149..149B target=ref>Bakos et al. 2015</a>,Transit,1,3.799847,0.04117,4390,0.645,0.62,4/24/15,HAT-P-54 b,241.5508,10.581,2015,3,135.8
206,HAT-P-55,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150603734J target=ref>Juncher et al. 2015</a>,Transit,1,3.5852467,0.04604,5808,1.013,1.01,6/17/15,HAT-P-55 b,184.97706,13.249,2015,3,480
207,HAT-P-56,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150601776H target=ref>Huang et al. 2015</a>,Transit,1,2.7908327,0.0423,6566,1.296,1.43,7/23/15,HAT-P-56 b,692.8694,16.432,2015,3,310.5
208,HAT-P-57,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151008839H target=ref>Hartman et al. 2015</a>,Transit,1,2.465295,0.0406,7500,1.47,1.5,11/5/15,HAT-P-57 b,587.9855,15.838,2015,3,303
209,HAT-P-6,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008ApJ...673L..79N target=ref> Noyes et al. 2008 </a>,Transit,1,3.852985,0.05235,6570,1.29,1.46,5/14/14,HAT-P-6 b,335.932,14.908,2007,3,261
210,HAT-P-65,b,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160902767H target=ref>Hartman et al. 2016</a>,Transit,1,2.6054552,0.03951,5835,1.212,1.86,9/15/16,HAT-P-65 b,167.49641,21.185,2016,3,841
211,HAT-P-66,b,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160902767H target=ref>Hartman et al. 2016</a>,Transit,1,2.972086,0.04363,6002,1.255,1.88,9/15/16,HAT-P-66 b,248.86089,17.822,2016,3,927
212,HAT-P-67,b,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170200106Z target=ref>Zhou et al. 2017</a>,Transit,1,4.8101025,0.06505,6406,1.642,2.55,4/13/17,HAT-P-67 b,108.0622,23.371,2017,3,320
213,HAT-P-7,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...823..122W target=ref>Wong et al. 2016</a>,Transit,1,2.2047372,0.03676,6441,1.47,1.84,8/18/16,HAT-P-7 b,534.59006,16.713,2008,3,320
214,HAT-P-8,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...704.1107L target=ref> Latham et al. 2009 </a>,Transit,1,3.0763776,0.0487,6200,1.28,1.58,5/14/14,HAT-P-8 b,483.08,16.81,2008,3,230
